Yil,Bolge,Siddet,Enlem,Boylam
2016,AKDENIZ,3.6,36.3698,34.5885
2016,YALINCA-GURPINAR (VAN) [  3.61 km],3.9,37.8912,43.5047
2016,PINARLIBELEN-BODRUM (MUGLA) [  2.21 km],3.8,37.0607,27.6152
2016,ANADAG-SEMDINLI (HAKKARI) [  62.91 km],3.7,36.6122,44.8155
2016,PALAS-SARIOGLAN (KAYSERI) [  2.12 km],4.0,39.0148,35.8483
2016,GIRIT ADASI (AKDENIZ),3.9,35.3335,26.2228
2016,GIRIT ADASI (AKDENIZ),4.5,35.146,26.3293
2016,GIRIT ADASI ACIKLARI (AKDENIZ),3.8,35.0385,26.8905
2016,BAYINDIR-KAS (ANTALYA) [  6.63 km],0.0,36.1268,29.6803
2016,AKDENIZ,3.7,35.3333,27.7857
2016,SAZOBA-AKHISAR (MANISA) [  2.1 km],4.0,38.7768,27.788
2016,ELMALIYURT-GOLHISAR (BURDUR) [  2.34 km],4.0,36.9618,29.391
2016,KARAPINAR-HEKIMHAN (MALATYA) [  1.14 km],3.7,39.073,37.7958
2016,ARMUTLU-SINDIRGI (BALIKESIR) [South East  2.1 km],3.7,39.3067,28.1177
2016,BOZLAR-CAGLAYANCERIT (KAHRAMANMARAS) [  1.97 km],3.8,37.718,37.4487
2016,SARIKIZ-HEKIMHAN (MALATYA) [  1.5 km],4.1,38.8535,37.8305
2016,IZMIR KORFEZI (EGE DENIZI),0.0,38.4348,26.7437
2016,MARMARA DENIZI,0.0,40.7917,28.0575
2016,MEYDAN-HIZAN (BITLIS) [South East  3.4 km],4.4,38.0565,42.704
2016,BAYIRKOY-FETHIYE (MUGLA) [South East  3.9 km],4.0,36.723,29.5137
2016,YAZGUNU-KIGI (BINGOL) [North 3.2 km],0.0,39.2967,40.2553
2016,DOLMADEGIRMEN-AKHISAR (MANISA) [  2.03 km],0.0,39.1005,27.9118
2016,KOS ADASI (AKDENIZ),4.4,36.7153,26.9392
2016,KARBASAN-HISARCIK (KUTAHYA) [East 1.1 km],0.0,39.226,29.3775
2016,YUMAKLI-CERKES (CANKIRI) [  .7 km],0.0,40.7168,32.7497
2016,AKDENIZ,3.9,35.5853,31.3583
2016,AGASENLIGI-PULUMUR (TUNCELI) [South West  3.4 km],0.0,39.3557,40.0743
2016,HACIDURAKLI-CICEKDAGI (KIRSEHIR) [  3.43 km],0.0,39.5875,34.3537
2016,ALAHACILI-CICEKDAGI (KIRSEHIR) [South East  4.3 km],4.9,39.597,34.3363
2016,HACIDURAKLI-CICEKDAGI (KIRSEHIR) [North 1.7 km],0.0,39.5738,34.345
2016,CAKIRBEY- (VAN) [North West  1.5 km],0.0,38.9173,43.5622
2016,COLPAN- (VAN) [South West  1.8 km],4.5,38.9027,43.5425
2016,AKDENIZ,0.0,36.614,26.8243
2016,YUREGIR (ADANA) [South East  9.9 km],4.2,36.9153,35.405
2016,ONIKI ADALAR (AKDENIZ),0.0,36.5515,26.9138
2016,SABIRTASI-KIGI (BINGOL) [East 1.6 km],0.0,39.2848,40.2082
2016,GIRESUN ACIKLARI (KARADENIZ),0.0,41.1707,38.6348
2016,TOZMAN-INHISAR (BILECIK) [South East  1.6 km],4.1,40.0663,30.5187
2015,INLICE-SIMAV (KUTAHYA) [North West  4.2 km],0.0,39.1543,29.1347
2015,INLICE-SIMAV (KUTAHYA) [North West  3.3 km],0.0,39.1435,29.1377
2015,HAKBILIR-KEMAH (ERZINCAN) [North East  2.2 km],0.0,39.6882,38.9623
2015,AKDENIZ,5.1,35.5172,27.349
2015,AKDENIZ,4.1,35.4992,31.2158
2015,AKDENIZ,0.0,35.925,27.5022
2015,ALACALAR-KIRKAGAC (MANISA) [South West  2.3 km],0.0,39.1888,27.818
2015,KAS ACIKLARI-ANTALYA (AKDENIZ),0.0,36.0865,29.6932
2015,AKDENIZ,0.0,36.1475,30.541
2015,HACIOMERLI-ALIAGA (IZMIR) [South East  1.7 km],0.0,38.8368,27.1605
2015,ACIKGUNEY-KIGI (BINGOL) [North West  0.4 km],0.0,39.2627,40.22
2015,MEYDAN-HIZAN (BITLIS) [East 3.3 km],4.0,38.049,42.6623
2015,GOLYAKA (DUZCE) [South West  1.3 km],0.0,40.781,30.9912
2015,GEBELER-KIRKAGAC (MANISA) [North West  2.1 km],0.0,39.183,27.8012
2015,AKDENIZ,0.0,35.697,31.4007
2015,YALINCA-GURPINAR (VAN) [North East  3.0 km],4.1,37.8907,43.5385
2015,AKDENIZ,0.0,35.6792,31.3777
2015,DURSUNLU-HEKIMHAN (MALATYA) [North West  1.4 km],3.9,38.8237,37.8392
2015,DURSUNLU-HEKIMHAN (MALATYA) [  .59 km],4.4,38.8102,37.8532
2015,YAZGUNU-KIGI (BINGOL) [North West  2.3 km],0.0,39.2873,40.2415
2015,YAZGUNU-KIGI (BINGOL) [  2.17 km],4.3,39.281,40.2337
2015,GUZELKOY ACIKLARI-TEKIRDAG (MARMARA DENIZI),0.0,40.7068,27.4312
2015,ERMISLER- (VAN) [South East  1.3 km],0.0,38.856,43.517
2015,GEMLIK KORFEZI (MARMARA DENIZI),0.0,40.4437,29.0663
2015,ACIKGUNEY-KIGI (BINGOL) [  1.23 km],4.2,39.2595,40.208
2015,ACIKGUNEY-KIGI (BINGOL) [North 0.5 km],4.3,39.2683,40.2203
2015,SABIRTASI-KIGI (BINGOL) [  1.48 km],4.1,39.3003,40.1918
2015,YAZGUNU-KIGI (BINGOL) [  2.18 km],0.0,39.2848,40.2395
2015,ACIKGUNEY-KIGI (BINGOL) [North West  0.6 km],0.0,39.267,40.2145
2015,ACIKGUNEY-KIGI (BINGOL) [North East  0.9 km],0.0,39.2712,40.225
2015,YAZGUNU-KIGI (BINGOL) [North West  2.1 km],5.3,39.2815,40.2353
2015,SINANDEDE-SINDIRGI (BALIKESIR) [South 2.7 km],0.0,39.149,28.1465
2015,DURSUNLU-HEKIMHAN (MALATYA) [West 1.5 km],3.8,38.815,37.8318
2015,SARIKIZ-HEKIMHAN (MALATYA) [South West  1.2 km],3.7,38.8378,37.8333
2015,BAYDOGAN-CALDIRAN (VAN) [South East  13.9 km],0.0,38.9933,44.3023
2015,DURSUNLU-HEKIMHAN (MALATYA) [North 1.5 km],5.0,38.8282,37.8485
2015,PINARBASI-DEREBUCAK (KONYA) [West 5.6 km],0.0,37.4023,31.3743
2015,GIRIT ADASI (AKDENIZ),3.9,35.3395,26.775
2015,KOCABAS-HONAZ (DENIZLI) [North West  1.8 km],4.3,37.8175,29.3127
2015,MARMARA DENIZI,3.9,40.8315,28.7535
2015,SARIKAYA-SIMAV (KUTAHYA) [South West  3.0 km],0.0,39.1977,28.6715
2015,ORNEKKOY-PUTURGE (MALATYA) [South East  3.5 km],0.0,38.1762,38.9478
2015,YUMRUKAYA-TATVAN (BITLIS) [  2.21 km],0.0,38.2553,42.5757
2015,AKDENIZ,0.0,35.9832,31.683
2015,AKDENIZ,0.0,35.0367,32.0865
2015,BALTAS-BOZOVA (SANLIURFA) [North East  1.2 km],0.0,37.2928,38.6443
2015,GIRIT ADASI ACIKLARI (AKDENIZ),3.5,35.0495,26.6935
2015,KUCUKBAHCE-KARABURUN (IZMIR) [South West  3.9 km],0.0,38.5292,26.3687
2015,DUZAGAC-MANAVGAT (ANTALYA) [East 7.5 km],0.0,37.236,31.3413
2015,TURKALI ACIKLARI-ZONGULDAK (KARADENIZ),0.0,41.7442,31.922
2015,BOZLAR-BIGA (CANAKKALE) [North East  5.2 km],3.9,40.3543,27.3995
2015,TURGUT-ULA (MUGLA) [  2.13 km],3.7,37.1823,28.7023
2015,YAKUPLAR-CERKES (CANKIRI) [  1.08 km],3.5,40.7247,32.8583
2015,GIRIT ADASI ACIKLARI (AKDENIZ),3.6,35.0135,26.6737
2015,GORECEK-MURADIYE (VAN) [North West  2.4 km],4.5,39.099,43.7302
2015,MARMARA DENIZI,4.3,40.822,27.7642
2015,YUVAKLI-TEKMAN (ERZURUM) [  1.78 km],3.6,39.4615,41.1892
2015,OLUDENIZ ACIKLARI-MUGLA (AKDENIZ),3.7,36.5207,28.9238
2015,AKDENIZ,3.6,35.3468,27.0355
2015,GIRIT ADASI ACIKLARI (AKDENIZ),3.3,35.0368,26.8127
2015,GOKCEBAYIR-EZINE (CANAKKALE) [  .98 km],4.6,39.7903,26.2667
2015,KOMURLUK-ARGUVAN (MALATYA) [South East  1.7 km],3.7,38.8993,38.2712
2015,BALLIKAYA-HEKIMHAN (MALATYA) [  5.2 km],3.6,38.8833,38.1402
2015,KIZIK-ARGUVAN (MALATYA) [  .89 km],4.2,38.8665,38.237
2015,EGE DENIZI,3.9,37.9783,26.8037
2015,GOKOVA KORFEZI (AKDENIZ),3.8,36.9413,28.0417
2015,INLICE-SIMAV (KUTAHYA) [North West  4.5 km],3.7,39.1588,29.1355
2015,GEMLIK (BURSA) [North East  1.9 km],3.3,40.4463,29.1663
2015,AHLATLICESME-SIMAV (KUTAHYA) [  .9 km],4.2,39.1407,29.0298
2015,AKDENIZ,3.9,35.385,27.6863
2015,KUMGEDIK-GOMEC (BALIKESIR) [North West  1.2 km],3.6,39.3682,26.9378
2015,HACIHUSEYINLER-GOMEC (BALIKESIR) [North East  1.4 km],3.5,39.3647,26.9227
2015,TEPEKISLA-ERBAA (TOKAT) [  1.24 km],3.9,40.6758,36.6768
2015,YOLDERE-ERBAA (TOKAT) [  2.02 km],4.8,40.6823,36.6918
2015,KALEUCAGIZ-DEMRE (ANTALYA) [  4.92 km],5.0,36.1678,29.8858
2015,INLICE-SIMAV (KUTAHYA) [North West  2.6 km],3.6,39.1428,29.1495
2015,BAYINDIR-KAS (ANTALYA) [South 7.2 km],3.7,36.1227,29.6703
2015,ORNEKKOY-PUTURGE (MALATYA) [East 1.8 km],3.9,38.1842,38.9298
2015,TEPEKISLA-ERBAA (TOKAT) [East 2.3 km],3.5,40.676,36.6892
2015,SIRINKOY-ULA (MUGLA) [South West  1.8 km],3.6,37.0122,28.3688
2015,BEGENDIK-OLUR (ERZURUM) [North West  4.4 km],3.6,40.948,42.2238
2015,AKDENIZ,3.6,35.1242,27.979
2015,BAYINDIR-KAS (ANTALYA) [South 8.0 km],3.6,36.1147,29.687
2015,GOLCUK-ULA (MUGLA) [North East  2.1 km],3.6,37.1502,28.5437
2015,SURIYE,4.0,35.921,39.6615
2015,INLICE-SIMAV (KUTAHYA) [North West  4.2 km],4.1,39.1495,29.1292
2015,INLICE-SIMAV (KUTAHYA) [North West  4.3 km],3.7,39.1505,29.1297
2015,TEPEBASI (ESKISEHIR) [North West  4.2 km],3.7,39.8122,30.4488
2015,AKDENIZ,3.5,35.3643,27.7957
2015,AKDENIZ,3.7,35.3593,27.8005
2015,AKDENIZ,3.8,35.4915,27.7298
2015,AKDENIZ,4.8,35.388,27.789
2015,KAPIKOY-SARAY (VAN) [  22.17 km],4.0,38.569,44.5308
2015,AKDENIZ,3.9,36.147,30.785
2015,BEREKETLI-SENKAYA (ERZURUM) [South East  2.0 km],3.8,40.43,42.2895
2015,GECMEN-ELMALI (ANTALYA) [North East  2.4 km],3.5,36.7068,30.0077
2015,ESENLER-BEYAGAC (DENIZLI) [South West  10.3 km],4.4,37.1385,28.9018
2015,ARIKONAK-SINCIK (ADIYAMAN) [South West  1.0 km],3.6,38.111,38.5592
2015,EGE DENIZI,4.7,38.8395,26.2778
2015,INLICE-SIMAV (KUTAHYA) [North West  3.4 km],3.5,39.1425,29.1357
2015,SARICICEK-KARAYAZI (ERZURUM) [North East  1.4 km],3.6,39.73,42.3002
2015,BINKAYA-DOGUBAYAZIT (AGRI) [South 5.6 km],3.7,39.3977,43.9035
2015,BILEKKAYA-YAYLADERE (BINGOL) [South East  0.7 km],4.6,39.1822,40.2135
2015,BINKAYA-DOGUBAYAZIT (AGRI) [South 4.8 km],3.6,39.405,43.9018
2015,HINDIKLER-DURSUNBEY (BALIKESIR) [North West  1.4 km],3.7,39.5223,28.8642
2015,INLICE-SIMAV (KUTAHYA) [  4.05 km],4.0,39.1485,29.131
2015,INLICE-SIMAV (KUTAHYA) [South 3.3 km],3.6,39.0987,29.1648
2015,UZUNGECIT-ULUDERE (SIRNAK) [  .35 km],4.2,37.4957,42.9968
2015,VAN GOLU,3.7,38.5658,42.999
2015,IRAN,4.0,37.1022,44.9992
2015,KOCAALILER-BUCAK (BURDUR) [  1.29 km],3.8,37.3045,30.7395
2015,AKDENIZ,3.7,35.7495,32.2665
2015,DAGLICA-YUKSEKOVA (HAKKARI) [East 4.9 km],3.5,37.3713,44.1417
2015,AKDENIZ,3.9,36.3217,27.6643
2015,MARMARA EREGLISI ACIKLARI-TEKIRDAG (MARMARA DENIZI),3.6,40.8443,27.93
2015,BAYRAMGAZI-PAZARCIK (KAHRAMANMARAS) [  .17 km],4.0,37.303,36.975
2015,DUACI-KEPEZ (ANTALYA) [North West  2.7 km],3.9,36.995,30.6422
2015,VAN GOLU,3.9,38.6522,43.0765
2015,ANADAG-SEMDINLI (HAKKARI) [South East  14.7 km],3.9,36.9043,44.415
2015,BAGOZU-KOZAN (ADANA) [  2.53 km],4.0,37.5357,35.7227
2015,BALIKCI-PAZAR (RIZE) [North West  14.7 km],3.6,41.2375,40.6633
2015,AKDENIZ,3.5,35.645,31.3028
2015,AKDENIZ,3.8,35.6225,31.3192
2015,AKDENIZ,4.9,35.5823,31.3632
2015,KAYNARPINAR-KARLIOVA (BINGOL) [North West  2.9 km],3.6,39.3857,40.7388
2015,SOMKAYA-DOGUBAYAZIT (AGRI) [South West  6.3 km],4.1,39.3445,43.9743
2015,HISARLAR-BOZOVA (SANLIURFA) [North East  1.6 km],3.7,37.2698,38.648
2015,YALOVA ACIKLARI (MARMARA DENIZI),3.8,40.6993,29.2842
2015,BAGOZU-KOZAN (ADANA) [West 2.9 km],3.5,37.5572,35.7078
2015,BAGOZU-KOZAN (ADANA) [South West  2.4 km],3.6,37.5473,35.7143
2015,EGE DENIZI,3.9,38.1167,26.0167
2015,AKKIRAZ-CILDIR (ARDAHAN) [South West  3.9 km],3.6,41.222,43.0925
2015,AKDENIZ,3.7,35.3657,27.8035
2015,BOZBURUN ACIKLARI-MUGLA (AKDENIZ),3.6,36.626,28.2515
2015,TUZLA ACIKLARI-ADANA (AKDENIZ),4.7,36.5142,35.0613
2015,AKDENIZ,3.8,36.0987,31.1508
2015,TURGUT-ULA (MUGLA) [South East  3.8 km],3.8,37.154,28.7335
2015,AKDENIZ,3.7,36.0527,28.351
2015,AKDENIZ,3.7,36.312,28.8367
2015,AKDENIZ,5.0,36.6422,26.801
2015,KOCADERE-ECEABAT (CANAKKALE) [North West  2.9 km],4.2,40.2513,26.3053
2015,KOCADERE-ECEABAT (CANAKKALE) [North West  3.6 km],4.8,40.2435,26.2873
2015,KOCADERE-ECEABAT (CANAKKALE) [North West  2.4 km],4.1,40.2427,26.3025
2015,CANDARLI KORFEZI (EGE DENIZI),3.5,38.864,26.8782
2015,CAMLIK-BODRUM (MUGLA) [South West  3.1 km],3.6,37.0608,27.5032
2015,BUYUKYURT-NAZIMIYE (TUNCELI) [North East  2.5 km],3.5,39.2525,39.8327
2015,ASAGIKENT- (AGRI) [South West  4.8 km],3.7,39.9123,43.2588
2015,AKDENIZ,3.5,35.5302,31.1793
2015,KUSADASI KORFEZI (EGE DENIZI),3.6,37.846,27.2098
2015,TURGUT-ULA (MUGLA) [South East  5.1 km],3.5,37.1435,28.7442
2015,ASAGIKENT- (AGRI) [South West  4.4 km],3.6,39.9142,43.2675
2015,SIRINKOY-ULA (MUGLA) [South 4.6 km],4.1,36.9843,28.3742
2015,KOCBASI- (AGRI) [South 3.5 km],3.6,39.9078,43.3215
2015,ONIKI ADALAR (AKDENIZ),3.9,36.8792,26.9508
2015,DUDEN-YESILOVA (BURDUR) [South West  4.1 km],3.6,37.573,29.5158
2015,DUDEN-YESILOVA (BURDUR) [North West  4.2 km],3.9,37.6112,29.5205
2015,DARIYERIYORUKLER-KAYNASLI (DUZCE) [North 1.8 km],3.8,40.8203,31.2912
2015,ZEYTINLER-URLA (IZMIR) [South East  3.9 km],4.1,38.2527,26.5805
2015,UCOLUK-SUNGURLU (CORUM) [North East  2.9 km],3.6,40.3958,34.3867
2015,CETIBELI-MARMARIS (MUGLA) [South East  5.6 km],3.7,36.965,28.3537
2015,CETIBELI-MARMARIS (MUGLA) [South East  3.6 km],3.8,36.9802,28.3388
2015,AKDENIZ,3.8,36.5492,28.3212
2015,KABAKDERE- (BALIKESIR) [South East  1.7 km],3.8,39.6805,27.847
2015,BUYUKERIKLI-UGURLUDAG (CORUM) [South East  2.5 km],3.4,40.4098,34.3917
2015,AKDENIZ,3.5,35.8233,35.241
2015,GIRIT ADASI ACIKLARI (AKDENIZ),3.5,35.1192,26.8187
2015,KABAKDERE- (BALIKESIR) [South East  3.2 km],3.8,39.671,27.861
2015,KURUCAN-SARAY (VAN) [North East  5.6 km],3.7,38.638,44.3265
2015,DORTBOLUK-SIVRICE (ELAZIG) [South 1.7 km],3.5,38.379,39.2218
2015,YAYLA-KOYCEGIZ (MUGLA) [  4.73 km],3.7,37.0743,28.7652
2015,YAYLA-KOYCEGIZ (MUGLA) [  9.11 km],3.8,37.1122,28.7788
2015,KIZILOREN-SOMA (MANISA) [North 0.7 km],3.6,39.302,27.6313
2015,AKTARLA-DOGUBAYAZIT (AGRI) [North East  0.5 km],3.5,39.737,43.6125
2015,ONIKI ADALAR (AKDENIZ),4.3,36.7123,27.111
2015,MOLLAKASIM- (VAN) [South West  2.2 km],4.5,38.6678,43.1672
2015,VAN GOLU,3.7,38.5387,43.0682
2015,GOZEBASI-SENKAYA (ERZURUM) [South West  4.2 km],3.5,40.3677,42.259
2015,ESENYURT-SENKAYA (ERZURUM) [South West  2.2 km],3.5,40.3977,42.2597
2015,IRAK,3.5,36.8458,44.1928
2015,CETIBELI-MARMARIS (MUGLA) [South East  4.8 km],3.5,36.9805,28.354
2015,SEHRIBAN-BALA (ANKARA) [South East  1.9 km],3.9,39.6018,33.2735
2015,GIRIT ADASI (AKDENIZ),3.5,35.1255,26.6792
2015,ALTINOLCEK-PALU (ELAZIG) [South East  4.8 km],3.7,38.652,40.1307
2015,GIRIT ADASI ACIKLARI (AKDENIZ),5.2,35.0993,26.7555
2015,KADIKOY-YUKSEKOVA (HAKKARI) [South West  6.4 km],3.8,37.5195,44.0742
2015,GOKOVA KORFEZI (AKDENIZ),4.2,36.9145,27.6083
2015,GIRIT ADASI (AKDENIZ),4.0,35.1588,26.6963
2015,AKDENIZ,3.8,35.5408,27.1078
2015,GIRIT ADASI ACIKLARI (AKDENIZ),4.0,35.0767,26.7493
2015,GIRIT ADASI ACIKLARI (AKDENIZ),4.0,35.0273,26.764
2015,GIRIT ADASI (AKDENIZ),3.5,35.1937,26.9667
2015,GOKOVA KORFEZI (AKDENIZ),3.6,36.9213,27.5853
2015,SAGLAMTAS- (VAN) [South West  1.8 km],3.5,38.8853,43.5883
2015,GIRIT ADASI ACIKLARI (AKDENIZ),3.5,35.1218,26.847
2015,AKDENIZ,3.5,35.9107,30.8455
2015,GIRIT ADASI (AKDENIZ),4.1,35.2427,26.7595
2015,AKDENIZ,3.8,35.78,27.241
2015,AKCIFT- (VAN) [South 1.4 km],3.6,38.82,43.5807
2015,GIRIT ADASI (AKDENIZ),3.5,35.2168,26.8067
2015,GIRIT ADASI (AKDENIZ),3.5,35.2225,26.8088
2015,GIRIT ADASI (AKDENIZ),3.6,35.2515,26.795
2015,MENTES-CIVRIL (DENIZLI) [North West  1.2 km],3.5,38.28,29.7068
2015,AKDENIZ,3.5,35.6297,27.6995
2015,GIRIT ADASI (AKDENIZ),3.9,35.2398,26.7357
2015,AKDENIZ,3.6,35.213,27.0895
2015,ELMADAG (ANKARA) [North 8.4 km],3.9,39.9972,33.2363
2015,GIRIT ADASI ACIKLARI (AKDENIZ),3.8,35.0307,26.7578
2015,GIRIT ADASI ACIKLARI (AKDENIZ),4.2,35.0863,26.8658
2015,ENGURUCUK-GEMLIK (BURSA) [North West  2.3 km],3.9,40.4153,29.1253
2015,GULLUCE-PALU (ELAZIG) [South East  3.9 km],3.5,38.6633,40.1505
2015,GULLUCE-PALU (ELAZIG) [South East  3.7 km],3.9,38.6652,40.1505
2015,CAMLIBUK-AZDAVAY (KASTAMONU) [South West  2.2 km],3.9,41.7682,33.358
2015,GIRIT ADASI (AKDENIZ),3.5,35.1928,26.8133
2015,GIRIT ADASI ACIKLARI (AKDENIZ),3.7,35.0422,26.9162
2015,IMAMLAR-GEREDE (BOLU) [North East  0.9 km],4.0,40.8445,32.4925
2015,KAS (ANTALYA) [South East  3.2 km],3.5,36.1718,29.6483
2015,CAKIRBEY- (VAN) [South West  0.4 km],3.8,38.9015,43.5832
2015,BALCILAR-KOYCEGIZ (MUGLA) [South West  3.2 km],4.1,37.0645,28.5478
2015,GIRIT ADASI (AKDENIZ),4.1,35.2125,26.8142
2015,GIRIT ADASI (AKDENIZ),3.5,35.3123,26.7485
2015,GIRIT ADASI (AKDENIZ),3.9,35.1803,26.8603
2015,OMERALTI-MUSTAFAKEMALPASA (BURSA) [North West  3.2 km],3.5,39.9948,28.7315
2015,GIRIT ADASI (AKDENIZ),3.5,35.1647,26.828
2015,GIRIT ADASI (AKDENIZ),3.9,35.2033,26.7825
2015,GIRIT ADASI (AKDENIZ),4.1,35.2498,26.7933
2015,GIRIT ADASI (AKDENIZ),4.0,35.1812,26.8405
2015,GIRIT ADASI (AKDENIZ),3.5,35.1512,26.8077
2015,GIRIT ADASI (AKDENIZ),3.5,35.178,26.816
2015,GIRIT ADASI (AKDENIZ),4.0,35.2593,26.7757
2015,GIRIT ADASI (AKDENIZ),4.0,35.222,26.7527
2015,GIRIT ADASI (AKDENIZ),3.7,35.2213,26.7885
2015,GIRIT ADASI ACIKLARI (AKDENIZ),3.5,35.0773,26.9585
2015,GIRIT ADASI ACIKLARI (AKDENIZ),3.7,35.1025,26.8393
2015,GIRIT ADASI (AKDENIZ),3.5,35.1858,26.7888
2015,GIRIT ADASI (AKDENIZ),3.6,35.239,26.7412
2015,GIRIT ADASI ACIKLARI (AKDENIZ),3.8,35.062,26.822
2015,ELMALI-DEMIROZU (BAYBURT) [South West  1.4 km],3.6,39.9912,39.7062
2015,GIRIT ADASI ACIKLARI (AKDENIZ),3.8,35.104,26.829
2015,GIRIT ADASI (AKDENIZ),4.6,35.1823,26.6822
2015,GIRIT ADASI ACIKLARI (AKDENIZ),3.6,35.107,26.866
2015,YESERDI-HILVAN (SANLIURFA) [North West  3.3 km],3.9,37.5922,38.6172
2015,GIRIT ADASI (AKDENIZ),4.1,35.2135,26.7563
2015,GIRIT ADASI ACIKLARI (AKDENIZ),3.6,35.0048,26.7815
2015,GIRIT ADASI ACIKLARI (AKDENIZ),3.5,35.0075,26.7882
2015,GIRIT ADASI ACIKLARI (AKDENIZ),5.3,35.1015,26.8012
2015,GIRIT ADASI (AKDENIZ),4.0,35.1273,26.7848
2015,AKDENIZ,3.5,35.2838,27.6155
2015,GIRIT ADASI ACIKLARI (AKDENIZ),4.0,35.0727,26.9663
2015,GIRIT ADASI ACIKLARI (AKDENIZ),3.6,35.0285,26.745
2015,GIRIT ADASI ACIKLARI (AKDENIZ),3.7,35.0577,26.8292
2015,GIRIT ADASI ACIKLARI (AKDENIZ),4.2,35.0318,26.8707
2015,GIRIT ADASI (AKDENIZ),4.0,35.163,26.7827
2015,GIRIT ADASI (AKDENIZ),4.9,35.1433,26.8608
2015,GIRIT ADASI ACIKLARI (AKDENIZ),4.9,35.0955,26.9023
2015,GIRIT ADASI ACIKLARI (AKDENIZ),4.0,35.1162,26.774
2015,GIRIT ADASI ACIKLARI (AKDENIZ),3.9,35.121,26.7925
2015,GIRIT ADASI (AKDENIZ),5.8,35.1613,26.9055
2015,SOGUT-SIMAV (KUTAHYA) [North East  4.3 km],3.7,39.1615,29.103
2015,DOGANBEY-KARACOBAN (ERZURUM) [North East  2.5 km],3.5,39.323,42.163
2015,AKDENIZ,3.8,35.4345,31.048
2015,AKDENIZ,4.5,35.2755,27.8362
2015,AKDENIZ,4.2,35.2807,27.6267
2015,AKDENIZ,3.6,36.2792,28.9297
2015,AKDENIZ,3.5,35.6007,32.26
2015,ONIKI ADALAR (AKDENIZ),3.6,36.635,27.2195
2015,BOGAZOREN-ANDIRIN (KAHRAMANMARAS) [South East  0.3 km],4.1,37.482,36.4072
2015,SARAYCIK-KOCASINAN (KAYSERI) [South West  5.6 km],3.8,38.8895,35.6162
2015,AKDENIZ,5.1,35.6898,26.6012
2015,KUSADASI KORFEZI (EGE DENIZI),3.9,37.9512,27.2213
2015,OGUZ-KELKIT (GUMUSHANE) [South East  3.3 km],3.6,39.9645,39.6682
2015,SARAYCIK-KOCASINAN (KAYSERI) [South West  6.2 km],3.5,38.8912,35.607
2015,SARAYCIK-KOCASINAN (KAYSERI) [South West  7.2 km],3.8,38.8892,35.5953
2015,AKDENIZ,3.5,35.3523,32.4758
2015,KAVAKCALI-ULA (MUGLA) [South West  3.4 km],3.9,37.0755,28.633
2015,DEVLETHAN-SOMA (MANISA) [North West  0.3 km],3.5,39.3288,27.4938
2015,BALIKESIR (BALIKESIR) [North West  3.0 km],3.8,39.6647,27.8587
2015,BALIKESIR [North West  1.9 km],3.7,39.6468,27.8552
2015,INCEDERE-TORTUM (ERZURUM) [East 1.8 km],3.8,40.3662,41.6442
2015,AKDENIZ,4.5,36.4188,26.5993
2015,AKDENIZ,3.9,36.5048,27.8917
2015,AKDENIZ,3.9,35.5343,27.8173
2015,AKDENIZ,4.7,35.5735,27.7418
2015,AKDENIZ,3.7,35.6127,27.7197
2015,CARDAK (DENIZLI) [North West  1.8 km],3.5,37.8407,29.6627
2015,KIRGINDERE-KARAYAZI (ERZURUM) [North 1.1 km],3.6,39.7327,41.9852
2015,AKDENIZ,3.8,35.6092,27.288
2015,HASSEKI-KARABURUN (IZMIR) [North West  3.1 km],3.9,38.6907,26.4083
2015,KANDILLI-ASKALE (ERZURUM) [West 1.4 km],3.5,39.9092,40.829
2015,BALIKESIR (BALIKESIR) [North West  2.5 km],3.7,39.6585,27.8617
2015,AKDENIZ,3.6,35.4323,27.7487
2015,YANPAR-AKDENIZ (MERSIN) [South East  6.4 km],3.6,36.8772,34.7695
2015,TASKESIGI-KORKUTELI (ANTALYA) [South West  7.0 km],4.7,37.1805,30.0155
2015,AKDENIZ,3.6,35.1948,27.4408
2015,GIRIT ADASI (AKDENIZ),3.5,35.3118,26.0612
2015,AKSU-SINCIK (ADIYAMAN) [South West  5.0 km],3.7,38.1225,38.4532
2015,AKDENIZ,3.7,35.4788,31.5747
2015,TASKESIGI-KORKUTELI (ANTALYA) [South West  7.9 km],4.5,37.1802,30.003
2015,MEYDAN-SAMANDAG (HATAY) [West 1.1 km],4.6,36.0278,35.975
2015,SURIYE,4.5,35.507,40.4773
2015,AGASENLIGI-PULUMUR (TUNCELI) [North East  6.5 km],4.1,39.4237,40.149
2015,AGASENLIGI-PULUMUR (TUNCELI) [  7.61 km],3.6,39.443,40.1268
2015,BASPINAR-KORKUTELI (ANTALYA) [West 5.1 km],3.7,37.1783,30.036
2015,AKYAYLA-BAHCESARAY (VAN) [North West  1.6 km],3.9,38.0312,42.732
2015,TANRIVERMIS-MECITOZU (CORUM) [South West  2.5 km],3.5,40.6215,35.2387
2015,SAROS KORFEZI (EGE DENIZI),4.1,40.3413,26.0612
2015,GUZELKOY ACIKLARI-TEKIRDAG (MARMARA DENIZI),3.4,40.6965,27.5052
2015,KARAKOSE-SINCIK (ADIYAMAN) [North West  4.9 km],3.5,38.1082,38.4665
2015,OZBASI- (BARTIN) [South East  2.9 km],3.5,41.3575,32.4592
2015,IRAN,3.9,36.8588,44.9875
