Yil,Bolge,Siddet,Enlem,Boylam
2023,KEPEZ-AKCADAG (MALATYA) [East 1.7 km],4.3,38.3392,37.7633
2023,PASAKONAGI- (DUZCE) [South West  0.9 km],3.4,40.8077,31.0708
2023,AKDENIZ,3.5,35.6422,34.0252
2023,KARAKUYU-SAIMBEYLI (ADANA) [East 1.4 km],4.0,37.8623,36.2185
2023,YIRICEK-GOKSUN (KAHRAMANMARAS) [North West  2.2 km],3.4,38.022,36.4457
2023,HACIKODAL-GOKSUN (KAHRAMANMARAS) [North 2.7 km],3.4,37.9398,36.3083
2023,GOKSUN (KAHRAMANMARAS) [West 2.1 km],3.6,38.0222,36.4708
2023,INCIRLI-NURDAGI (GAZIANTEP) [North East  0.5 km],0.0,37.2617,36.9622
2023,CAGLAYAN-GOKSUN (KAHRAMANMARAS) [South West  1.9 km],4.6,38.0257,36.4547
2023,TEKIR- (KAHRAMANMARAS) [North East  5.1 km],3.5,37.9015,36.6738
2023,KARAOMER-GOKSUN (KAHRAMANMARAS) [South West  4.1 km],3.5,38.0977,36.6538
2023,HACIKODAL-GOKSUN (KAHRAMANMARAS) [South 0.9 km],3.7,37.9078,36.3045
2023,FIDANLI-SAMANDAG (HATAY) [East 0.5 km],4.2,36.1487,36.0303
2023,SIRMALI-GOKSUN (KAHRAMANMARAS) [South East  0.3 km],3.6,37.9577,36.383
2023,KIZILOREN-GURUN (SIVAS) [North East  4.2 km],4.2,38.8183,37.2328
2023,AKDENIZ,4.8,36.3307,26.3623
2023,KADIRUSAGI-YESILYURT (MALATYA) [North East  2.2 km],3.9,38.2487,38.2668
2023,FINDIKLIKOYAK-GOKSUN (KAHRAMANMARAS) [North West  2.8 km],4.4,37.9638,36.423
2023,TOPALLAR-SAIMBEYLI (ADANA) [South West  1.1 km],0.0,37.873,36.267
2023,AGCASAR-NURHAK (KAHRAMANMARAS) [South West  4.3 km],0.0,38.0427,37.3328
2023,SOGUTLU-PUTURGE (MALATYA) [South West  2.9 km],4.0,38.1937,38.6167
2023,CUBUKCU-SAMANDAG (HATAY) [North West  1.4 km],3.5,36.2027,36.0277
2023,POLAT-DOGANSEHIR (MALATYA) [North East  3.0 km],3.5,38.1702,37.885
2023,ATLIKONAK-AZIZIYE (ERZURUM) [North 1.5 km],3.6,39.9268,40.9377
2023,ARITOPRAK-PUTURGE (MALATYA) [South 0.5 km],0.0,38.1818,38.6678
2023,TERZIKOY-GOYNUCEK (AMASYA) [North West  1.3 km],3.8,40.4742,35.6717
2023,YOGUNSOGUT-ELBISTAN (KAHRAMANMARAS) [North West  2.2 km],3.8,38.333,37.5145
2023,TURKIYE-IRAN SINIR BOLGESI,3.7,39.4558,44.4883
2023,ARMUTCUK-ULA (MUGLA) [North West  3.2 km],4.1,37.1182,28.4698
2023,TURKIYE-IRAN SINIR BOLGESI,3.5,39.4385,44.4805
2023,CICEKLI-ULA (MUGLA) [North West  2.8 km],3.9,37.104,28.4697
2023,ARMUTCUK-ULA (MUGLA) [North West  3.0 km],3.6,37.1183,28.4715
2023,YAKINCA-YESILYURT (MALATYA) [North West  0.7 km],3.3,38.3102,38.2345
2023,GOVDELI-DOGANSEHIR (MALATYA) [South West  3.3 km],3.4,37.9988,37.5987
2023,ALINCIK-SIVRICE (ELAZIG) [South West  1.8 km],4.5,38.4555,39.2145
2023,PAYAMBURNU-GOKSUN (KAHRAMANMARAS) [South West  2.8 km],3.7,37.8605,36.2893
2023,ALTINTOP-DOGANSEHIR (MALATYA) [North West  2.6 km],3.7,38.073,37.86
2023,CAGLAYAN-GOKSUN (KAHRAMANMARAS) [North 0.9 km],3.7,38.0503,36.4608
2023,KULAHLI-GURUN (SIVAS) [North West  0.8 km],3.8,38.832,37.4275
2023,TURKIYE-IRAN SINIR BOLGESI,3.8,39.4618,44.4628
2023,YUKARIORUKCU-AKCADAG (MALATYA) [North West  1.3 km],3.9,38.4638,38.0288
2023,CALDIRAN (VAN) [South East  0.4 km],4.0,39.1388,43.9172
2023,YESILKOY-GOKSUN (KAHRAMANMARAS) [North East  2.6 km],0.0,38.0383,36.7367
2023,ZINCIRLI-ISLAHIYE (GAZIANTEP) [South East  1.2 km],0.0,37.0977,36.6865
2023,KUCUKNACAR- (KAHRAMANMARAS) [South East  1.6 km],0.0,37.6227,37.1962
2023,KARTAL- (KAHRAMANMARAS) [East 3.7 km],0.0,37.52,37.1685
2023,AKSAAGAC-SAIMBEYLI (ADANA) [North East  3.3 km],4.2,37.9293,36.2482
2023,KAZANDERE-GOKSUN (KAHRAMANMARAS) [East 4.2 km],4.1,37.9687,36.3267
2023,TURKOREN-ELBISTAN (KAHRAMANMARAS) [East 2.4 km],0.0,38.2725,37.4033
2023,AZIZIYE (ERZURUM) [South West  6.1 km],0.0,39.8958,41.0748
2023,DEDEKOY- (CANKIRI) [South East  2.0 km],0.0,40.4402,33.7995
2023,SOGUTLU-PUTURGE (MALATYA) [South West  2.2 km],3.7,38.2042,38.616
2023,NARLI-SINCIK (ADIYAMAN) [North West  1.6 km],4.3,38.0765,38.5408
2023,KEKLIKPINARI-AKCADAG (MALATYA) [North West  0.1 km],3.5,38.4872,38.0022
2023,SARICAVUS-DOGUBAYAZIT (AGRI) [North East  4.9 km],4.3,39.4367,44.4647
2023,DEGIRMENDERE-GOKSUN (KAHRAMANMARAS) [South West  4.9 km],3.3,37.8875,36.4695
2023,DURSUNLU-HEKIMHAN (MALATYA) [North East  1.2 km],3.7,38.8258,37.8525
2023,DEGIRMENDERE-GOKSUN (KAHRAMANMARAS) [South West  4.5 km],3.8,37.8917,36.4658
2023,KARTAL- (KAHRAMANMARAS) [North East  4.5 km],3.2,37.5445,37.1622
2023,SOGUTLU-PAZARCIK (KAHRAMANMARAS) [North West  1.5 km],3.7,37.4953,37.1842
2023,HACIKODAL-GOKSUN (KAHRAMANMARAS) [South West  1.7 km],3.8,37.9027,36.2952
2023,AKDENIZ,0.0,35.7757,27.2307
2023,AKSAAGAC-SAIMBEYLI (ADANA) [North East  3.3 km],3.7,37.9227,36.2535
2023,FINDIK-GOKSUN (KAHRAMANMARAS) [North West  3.4 km],3.5,38.0818,36.691
2023,HACIKODAL-GOKSUN (KAHRAMANMARAS) [South West  1.7 km],3.4,37.903,36.2945
2023,HUGTAS-GOKSUN (KAHRAMANMARAS) [South East  2.4 km],3.6,37.9742,36.3997
2023,KUCUKCAMURLU-GOKSUN (KAHRAMANMARAS) [South West  1.2 km],3.6,37.867,36.3565
2023,SAMSUN ACIKLARI (KARADENIZ),3.4,41.9527,37.026
2023,KULAC-YAYLADAGI (HATAY) [North West  0.6 km],0.0,35.9137,36.1285
2023,KEMALPASA-GOKSUN (KAHRAMANMARAS) [North East  2.3 km],0.0,38.1318,36.9243
2023,MIDILLI ADASI (EGE DENIZI),0.0,39.375,26.2578
2023,YAGIZCA-GENC (BINGOL) [South 1.6 km],3.7,38.8052,40.7702
2023,SUDUGUNU- (BINGOL) [South 1.7 km],4.5,39.0358,40.4362
2023,UCYAKA-PUTURGE (MALATYA) [East 1.5 km],0.0,38.126,38.6737
2023,AKDENIZ,3.8,35.5583,35.3277
2023,YUKARIGOLALAN- (VAN) [North East  0.7 km],4.0,38.7692,43.5822
2023,KUP-ALADAG (ADANA) [West 9.6 km],3.8,37.6942,35.3845
2023,AKDENIZ,3.4,36.446,27.7255
2023,KUCUKCAMURLU-GOKSUN (KAHRAMANMARAS) [North West  2.5 km],3.3,37.8953,36.348
2023,BOGAZKOY-BUCAK (BURDUR) [South West  3.3 km],4.3,37.2427,30.4815
2023,HUGTAS-GOKSUN (KAHRAMANMARAS) [North East  1.6 km],3.8,37.9933,36.394
2023,PAYAMBURNU-GOKSUN (KAHRAMANMARAS) [North West  1.2 km],0.0,37.8928,36.2947
2023,BEGRE-DOGANSEHIR (MALATYA) [North East  3.0 km],4.1,38.0737,37.7003
2023,TOZLUCA-ASKALE (ERZURUM) [North East  1.8 km],0.0,39.7667,40.6673
2023,GUNEDOGRU-DOGANSEHIR (MALATYA) [North West  2.4 km],4.2,38.0607,37.8077
2023,HACIKODAL-GOKSUN (KAHRAMANMARAS) [North West  1.5 km],4.2,37.9227,36.2903
2023,KAVAKLIDERE-PUTURGE (MALATYA) [North East  0.9 km],4.0,38.2262,38.6478
2023,SURIYE,4.0,36.7698,41.4163
2023,AKSAAGAC-SAIMBEYLI (ADANA) [South East  1.6 km],3.6,37.8975,36.2213
2023,ALICERI-AKCADAG (MALATYA) [North East  2.2 km],0.0,38.478,37.9573
2023,KIZILELLER-IHSANGAZI (KASTAMONU) [South East  3.6 km],4.0,41.0363,33.6197
2023,KAPISUYU-SAMANDAG (HATAY) [West 9.6 km],4.0,36.1438,35.8342
2023,AKDENIZ,4.0,36.0307,35.8205
2023,SAKCAGOZE-NURDAGI (GAZIANTEP) [South East  2.8 km],3.4,37.1638,36.9542
2023,HACIKODAL-GOKSUN (KAHRAMANMARAS) [West 1.7 km],3.5,37.9177,36.285
2023,KUCUKCAMURLU-GOKSUN (KAHRAMANMARAS) [North West  2.6 km],3.9,37.8945,36.3442
2023,DEGIRMENCIK-ISLAHIYE (GAZIANTEP) [South West  1.9 km],0.0,36.9908,36.5998
2023,POLATDERESI-DOGANSEHIR (MALATYA) [North West  3.0 km],3.6,38.1638,37.9107
2023,TOPSOGUT- (MALATYA) [South West  4.1 km],3.6,38.3488,38.2048
2023,ERBASI-ALTINOZU (HATAY) [South East  2.0 km],0.0,35.9557,36.2568
2023,DONGEL- (KAHRAMANMARAS) [North West  1.7 km],0.0,37.8603,36.621
2023,HACIBEBEK-TURKOGLU (KAHRAMANMARAS) [North 0.8 km],0.0,37.3545,36.9113
2023,KALEBOYNU-GOKSUN (KAHRAMANMARAS) [South East  3.4 km],0.0,37.9417,36.258
2023,HACIKODAL-GOKSUN (KAHRAMANMARAS) [North West  2.5 km],0.0,37.9365,36.2922
2023,HACIKODAL-GOKSUN (KAHRAMANMARAS) [North East  3.2 km],0.0,37.9415,36.3198
2023,OLUKLU-YESILYURT (MALATYA) [North 0.7 km],0.0,38.202,38.081
2023,KARATERZI-DOGANSEHIR (MALATYA) [South West  3.2 km],3.7,38.1703,37.8918
2023,ZAFER-BUCA (IZMIR) [South West  2.3 km],0.0,38.3475,27.1977
2023,KANDILKOY-EKINOZU (KAHRAMANMARAS) [South West  3.3 km],0.0,38.0583,37.051
2023,KALEBOYNU-ANDIRIN (KAHRAMANMARAS) [North 1.3 km],4.0,37.695,36.4313
2023,BEGRE-DOGANSEHIR (MALATYA) [West 2.9 km],3.8,38.0503,37.6452
2023,HAMIDIYE-NURDAGI (GAZIANTEP) [South East  2.9 km],0.0,37.1012,36.9072
2023,ORTATEPE-GOKSUN (KAHRAMANMARAS) [North East  0.5 km],4.5,38.0668,36.5298
2023,HACIKODAL-GOKSUN (KAHRAMANMARAS) [North West  3.2 km],3.4,37.9435,36.295
2023,BAYIRKOY-PUTURGE (MALATYA) [South East  1.6 km],3.9,38.2432,39.0012
2023,HACIKODAL-GOKSUN (KAHRAMANMARAS) [West 1.7 km],4.1,37.9162,36.2847
2023,FINDIKLIKOYAK-GOKSUN (KAHRAMANMARAS) [North East  0.9 km],3.5,37.947,36.4483
2023,KABAKTEPE-EKINOZU (KAHRAMANMARAS) [North East  3.9 km],0.0,38.0687,37.017
2023,MIDILLI ADASI (EGE DENIZI),3.6,39.368,26.2877
2023,SALKONAK-YESILYURT (MALATYA) [East 5.1 km],3.9,38.1393,38.4153
2023,KAZANDERE-GOKSUN (KAHRAMANMARAS) [South East  3.1 km],4.1,37.9467,36.2933
2023,TATLAR-NURHAK (KAHRAMANMARAS) [North East  1.1 km],4.3,38.0095,37.5475
2023,ACIELMA-GOKSUN (KAHRAMANMARAS) [North West  1.7 km],4.6,38.0173,36.3985
2023,YIRICEK-GOKSUN (KAHRAMANMARAS) [North East  1.8 km],3.6,38.0153,36.465
2023,CAGLAYAN-GOKSUN (KAHRAMANMARAS) [South East  1.8 km],3.5,38.0307,36.4752
2023,ASLANBEYCIFTLIGI-GOKSUN (KAHRAMANMARAS) [North West  1.7 km],4.1,38.009,36.5228
2023,GOKSUN (KAHRAMANMARAS) [West 1.0 km],0.0,38.0213,36.484
2023,YIRICEK-GOKSUN (KAHRAMANMARAS) [North West  1.3 km],5.2,38.0125,36.4433
2023,BAKIS-ELBISTAN (KAHRAMANMARAS) [South West  4.0 km],3.7,38.112,37.3955
2023,KARAALI- (HATAY) [North West  0.6 km],3.8,36.3078,36.1492
2023,TEKIR- (KAHRAMANMARAS) [North 1.5 km],4.1,37.8955,36.6182
2023,GURCUBUK-ALACAKAYA (ELAZIG) [South East  2.1 km],3.9,38.5013,39.9362
2023,GOZENE-YESILYURT (MALATYA) [North East  0.8 km],0.0,38.186,38.059
2023,BEGRE-DOGANSEHIR (MALATYA) [North West  5.3 km],3.5,38.0752,37.6248
2023,TATLAR-NURHAK (KAHRAMANMARAS) [North West  5.0 km],3.6,38.0338,37.4977
2023,HUGTAS-GOKSUN (KAHRAMANMARAS) [North West  3.4 km],3.9,38.017,36.3685
2023,CIGSAR-ANDIRIN (KAHRAMANMARAS) [North 5.0 km],3.8,37.8218,36.3012
2023,CAGLAYAN-GOKSUN (KAHRAMANMARAS) [North West  2.6 km],3.7,38.0568,36.4382
2023,KARAGOL-CELIKHAN (ADIYAMAN) [North East  4.8 km],3.4,38.104,38.4573
2023,ARMUTALAN-ELBISTAN (KAHRAMANMARAS) [South East  4.6 km],4.1,38.105,37.72
2023,UGURLU-SINCIK (ADIYAMAN) [North 1.7 km],3.9,38.0737,38.461
2023,INDERESI-BAHCE (OSMANIYE) [North East  3.0 km],0.0,37.2707,36.6742
2023,EKINOZU (KAHRAMANMARAS) [North 2.0 km],0.0,38.0773,37.1915
2023,ULUPINAR-YAHYALI (KAYSERI) [North East  2.7 km],3.8,37.8253,35.367
2023,ASLANBEYCIFTLIGI-GOKSUN (KAHRAMANMARAS) [North West  2.2 km],0.0,38.0178,36.5257
2023,GOKSUN (KAHRAMANMARAS) [North West  1.0 km],0.0,38.0233,36.4837
2023,HACIMIRZA-GOKSUN (KAHRAMANMARAS) [South West  1.4 km],0.0,38.0347,36.4942
2023,KARLISU- (HATAY) [North West  3.9 km],3.7,36.2962,36.0705
2023,YIRICEK-GOKSUN (KAHRAMANMARAS) [North East  0.8 km],3.5,38.0092,36.4557
2023,GOKSUN (KAHRAMANMARAS) [North West  1.9 km],3.3,38.03,36.4767
2023,CAGLAYAN-GOKSUN (KAHRAMANMARAS) [South West  0.8 km],4.2,38.0373,36.454
2023,GOKSUN (KAHRAMANMARAS) [South West  0.9 km],4.3,38.0183,36.4855
2023,KARATERZI-DOGANSEHIR (MALATYA) [North East  2.3 km],3.8,38.2068,37.9243
2023,AKDENIZ,3.6,35.6862,26.516
2023,KULLAR-NURHAK (KAHRAMANMARAS) [North West  2.3 km],3.6,37.9843,37.4917
2023,AGCASAR-NURHAK (KAHRAMANMARAS) [South East  5.0 km],3.8,38.0473,37.3917
2023,DOGUCA-AKHISAR (MANISA) [South East  3.0 km],3.5,38.8937,27.8075
2023,SURIYE,3.9,35.2282,35.9423
2023,ARSLANLI- (OSMANIYE) [North West  2.5 km],3.7,37.1377,36.2653
2023,GEBEN-ANDIRIN (KAHRAMANMARAS) [North West  1.8 km],4.2,37.7967,36.4332
2023,GUNDUZBEY-YESILYURT (MALATYA) [South East  1.9 km],3.9,38.2692,38.2743
2023,YOGUNOLUK-GOKSUN (KAHRAMANMARAS) [South East  2.7 km],3.5,37.9258,36.401
2023,YIRICEK-GOKSUN (KAHRAMANMARAS) [North East  0.6 km],4.5,38.0082,36.4525
2023,BALKAYA-KELKIT (GUMUSHANE) [South East  1.6 km],3.5,39.9618,39.5127
2023,DONGEL- (KAHRAMANMARAS) [North West  0.4 km],4.1,37.857,36.6348
2023,KAYNAR- (KAHRAMANMARAS) [South East  2.2 km],3.8,37.7925,36.5783
2023,KARAOMER-GOKSUN (KAHRAMANMARAS) [South West  2.9 km],3.8,38.1043,36.666
2023,ASLANBEYCIFTLIGI-GOKSUN (KAHRAMANMARAS) [South West  1.6 km],4.1,37.9888,36.5313
2023,EKINOZU (KAHRAMANMARAS) [South 1.2 km],3.5,38.0487,37.1885
2023,ERDEMLI ACIKLARI-MERSIN (AKDENIZ),4.2,36.3978,34.3465
2023,DONGEL- (KAHRAMANMARAS) [North East  1.4 km],3.3,37.8652,36.6468
2023,KIZILAGIL- (BOLU) [South West  1.9 km],3.9,40.772,31.5045
2023,KAZANDERE-GOKSUN (KAHRAMANMARAS) [North East  3.7 km],3.9,37.9783,36.3202
2023,KIRISKAL-NURDAGI (GAZIANTEP) [North East  2.7 km],0.0,37.2657,36.8588
2023,KIZILAGIL- (BOLU) [North East  2.0 km],4.7,40.796,31.5357
2023,KOKPINAR-PUTURGE (MALATYA) [South 1.0 km],3.5,38.2192,38.6973
2023,HACIKODAL-GOKSUN (KAHRAMANMARAS) [North West  1.7 km],3.8,37.9192,36.2853
2023,KULLAR-NURHAK (KAHRAMANMARAS) [North West  1.4 km],4.0,37.9907,37.5137
2023,DERVISLI- (OSMANIYE) [North West  2.5 km],3.9,37.1545,36.2902
2023,TASOLUK-KIRIKHAN (HATAY) [North West  2.0 km],3.5,36.6328,36.3688
2023,AKSU-SINCIK (ADIYAMAN) [South West  2.3 km],4.0,38.1242,38.4987
2023,UMUTLU-NURHAK (KAHRAMANMARAS) [South East  7.4 km],4.9,37.8418,37.3907
2023,KARAKUYU-SAIMBEYLI (ADANA) [South East  6.0 km],3.6,37.8262,36.2535
2023,HACIOMER-GOKSUN (KAHRAMANMARAS) [East 1.7 km],3.4,38.0578,36.6125
2023,KABAKTEPE-EKINOZU (KAHRAMANMARAS) [North West  3.4 km],4.7,38.0627,36.9877
2023,TIYEK-HASSA (HATAY) [South East  1.0 km],3.6,36.8012,36.4928
2023,GECITLI-SINCIK (ADIYAMAN) [North 1.3 km],4.1,38.1408,38.5297
2023,OVAKENT- (HATAY) [North East  1.8 km],0.0,36.3922,36.2568
2023,ALIHAN-PUTURGE (MALATYA) [West 0.8 km],3.8,38.1935,38.6805
2023,YAGMURLU- (TOKAT) [South 1.6 km],3.5,40.5045,36.814
2023,HASSA (HATAY) [North West  1.0 km],4.2,36.8038,36.5128
2023,BASMEZRA-PUTURGE (MALATYA) [South East  1.9 km],4.5,38.1403,38.6813
2023,MERKESLER- (BOLU) [North West  1.3 km],3.3,40.8773,31.7967
2023,YAZICA-PUTURGE (MALATYA) [South West  2.4 km],4.8,38.1408,38.6998
2023,ELMALI-GOKSUN (KAHRAMANMARAS) [North West  1.8 km],3.7,38.025,36.6272
2023,GORGU-YESILYURT (MALATYA) [North 1.9 km],3.4,38.2808,38.1093
2023,SURIYE,0.0,36.3633,41.1713
2023,AKDENIZ,3.6,35.5793,35.2895
2023,MERKESLER- (BOLU) [North West  2.8 km],3.7,40.882,31.7782
2023,HACIMIRZA-GOKSUN (KAHRAMANMARAS) [North West  0.9 km],3.6,38.0435,36.5027
2023,KAZANDERE-GOKSUN (KAHRAMANMARAS) [South West  3.4 km],4.3,37.943,36.2685
2023,YAZLAMAZLI-DUZICI (OSMANIYE) [West 2.2 km],3.8,37.2365,36.3338
2023,ULUPINAR-YAHYALI (KAYSERI) [North West  6.6 km],3.7,37.8708,35.3157
2023,YENIKOYNAZIMBEY-CEYHAN (ADANA) [South 3.9 km],4.1,36.915,35.7692
2023,GECITLI-SINCIK (ADIYAMAN) [South East  0.7 km],0.0,38.1268,38.5377
2023,ONIKI ADALAR (AKDENIZ),3.8,36.5608,27.2155
2023,ONIKI ADALAR (AKDENIZ),3.7,36.5842,27.1792
2023,GEBEN-ANDIRIN (KAHRAMANMARAS) [West 2.1 km],3.7,37.7855,36.4217
2023,KULLAR-NURHAK (KAHRAMANMARAS) [North West  3.5 km],3.9,38.002,37.4898
2023,KARPUZSEKISI-HACILAR (KAYSERI) [North West  2.6 km],4.9,38.701,35.2858
2023,KARAKOSE-SINCIK (ADIYAMAN) [North 1.9 km],0.0,38.084,38.4882
2023,DOGU AKDENIZ,3.5,35.1745,35.5715
2023,ATAKOY-NURDAGI (GAZIANTEP) [South East  2.7 km],3.9,37.1268,36.9242
2023,SAHINBEYLER-SINCIK (ADIYAMAN) [North West  1.7 km],4.5,38.068,38.4365
2023,CIVRIL-YAZIHAN (MALATYA) [East 2.9 km],3.6,38.5592,38.0712
2023,ERDEK ACIKLARI-BALIKESIR (MARMARA DENIZI),3.7,40.5212,28.2342
2023,CALIS-ELBISTAN (KAHRAMANMARAS) [North East  2.6 km],0.0,38.1315,37.0585
2023,OSMANDEDE-PAZARCIK (KAHRAMANMARAS) [South 0.9 km],3.8,37.3167,37.0993
2023,DONGEL- (KAHRAMANMARAS) [North West  1.7 km],3.8,37.8698,36.6352
2023,PAYAMBURNU-GOKSUN (KAHRAMANMARAS) [North East  2.5 km],3.5,37.8903,36.3288
2023,TEKIR- (KAHRAMANMARAS) [East 2.9 km],3.6,37.8808,36.6537
2023,YALINKAYA-YESILYURT (MALATYA) [North West  4.2 km],3.8,38.1645,38.115
2023,KUCUKCAMURLU-GOKSUN (KAHRAMANMARAS) [South West  1.8 km],3.9,37.8715,36.3442
2023,YUVA-GURUN (SIVAS) [North West  2.4 km],4.5,38.8102,37.3982
2023,KARPUZSEKISI-HACILAR (KAYSERI) [West 4.5 km],3.8,38.6922,35.262
2023,SARAYCIK-INCESU (KAYSERI) [North 1.2 km],4.2,38.7487,35.2857
2023,SARAYCIK-INCESU (KAYSERI) [South West  3.6 km],4.8,38.7098,35.2677
2023,TATLAR-NURHAK (KAHRAMANMARAS) [North West  1.3 km],3.8,38.0058,37.5237
2023,TEMURAGA-GOKSUN (KAHRAMANMARAS) [North West  1.5 km],3.8,38.053,36.5693
2023,AKGUMUS-ANDIRIN (KAHRAMANMARAS) [South East  3.6 km],4.4,37.7203,36.5768
2023,MARMARA DENIZI,3.5,40.8082,27.7765
2023,KOKPINAR-PUTURGE (MALATYA) [South 2.0 km],3.8,38.2105,38.6963
2023,YESILPINAR- (HATAY) [South East  0.4 km],4.0,36.1363,36.1193
2023,DOVER- (HATAY) [North East  1.3 km],3.5,36.1267,36.129
2023,ELDELEK-ELBISTAN (KAHRAMANMARAS) [North East  3.7 km],4.2,38.2765,37.2745
2023,HUGTAS-GOKSUN (KAHRAMANMARAS) [North West  1.5 km],4.0,37.9957,36.3647
2023,AVCILARSUYU-ARSUZ (HATAY) [South East  4.8 km],4.2,36.3178,35.9185
2023,UZUNBAG-SAMANDAG (HATAY) [South East  0.8 km],0.0,36.1323,36.0363
2023,GUCUKSU-GOKSUN (KAHRAMANMARAS) [East 2.2 km],3.5,38.054,36.6752
2023,ERKENEK-DOGANSEHIR (MALATYA) [South West  2.9 km],4.0,37.9163,37.9137
2023,SOLHAN (BINGOL) [North East  0.5 km],4.1,38.97,41.055
2023,DEGIRMENDERE-KADIRLI (OSMANIYE) [North West  4.9 km],0.0,37.642,36.1975
2023,BUYUKOBA-SAMANDAG (HATAY) [North East  1.6 km],3.5,36.2295,35.9655
2023,KALEBOYNU-GOKSUN (KAHRAMANMARAS) [South East  1.5 km],3.5,37.9415,36.2338
2023,YESILKOY-GOKSUN (KAHRAMANMARAS) [South West  1.1 km],3.7,38.0115,36.7175
2023,PAYAS-DORTYOL (HATAY) [West 7.5 km],4.8,36.7472,36.1313
2023,YAGMURLU-GOKSUN (KAHRAMANMARAS) [South West  2.0 km],3.6,38.0733,36.5595
2023,TEKIR- (KAHRAMANMARAS) [East 0.9 km],3.6,37.8832,36.6303
2023,KAMISCIK-GOKSUN (KAHRAMANMARAS) [North West  3.1 km],3.8,38.1183,36.838
2023,DONGEL- (KAHRAMANMARAS) [North East  2.3 km],3.8,37.861,36.6638
2023,KALEDIBI-HANI (DIYARBAKIR) [South West  1.9 km],4.0,38.511,40.3568
2023,GOZPINAR-EKINOZU (KAHRAMANMARAS) [North East  4.8 km],3.5,38.0443,37.2815
2023,FINDIK-GOKSUN (KAHRAMANMARAS) [North East  2.5 km],3.6,38.0882,36.7493
2023,TEVEKKELLI- (KAHRAMANMARAS) [North East  1.1 km],3.9,37.466,37.0045
2023,KOSEUSAGI-CELIKHAN (ADIYAMAN) [North West  1.2 km],4.4,38.0632,38.2787
2023,ODABASI- (HATAY) [North East  1.7 km],3.9,36.243,36.168
2023,GUZELIM-TUFANBEYLI (ADANA) [South East  3.2 km],4.0,38.1178,36.2043
2023,KURUCAOVA- (KAHRAMANMARAS) [North West  2.7 km],3.5,37.9725,36.5497
2023,TURKIYE-IRAN SINIR BOLGESI,0.0,38.5657,44.8905
2023,TURKOGLU (KAHRAMANMARAS) [North 1.7 km],3.4,37.4,36.8462
2023,SUNGULLU- (MANISA) [South West  1.6 km],3.6,38.8647,27.2823
2023,KAZANDERE-GOKSUN (KAHRAMANMARAS) [South East  1.6 km],3.9,37.96,36.288
2023,SAHILKOY-PUTURGE (MALATYA) [South East  0.7 km],3.9,38.1637,38.6977
2023,CEVREPINAR- (KAHRAMANMARAS) [South East  1.7 km],0.0,37.8413,36.6278
2023,DONGEL- (KAHRAMANMARAS) [South West  0.8 km],0.0,37.8495,36.6323
2023,DONGEL- (KAHRAMANMARAS) [North 0.2 km],4.8,37.8562,36.6385
2023,HACIOMER-GOKSUN (KAHRAMANMARAS) [North East  1.9 km],3.8,38.0668,36.6112
2023,SEYITUSAGI-YESILYURT (MALATYA) [South 2.2 km],3.8,38.244,38.1725
2023,KABAKTEPE-EKINOZU (KAHRAMANMARAS) [North East  4.3 km],0.0,38.0607,37.0393
2023,GOLOVA (SIVAS) [South East  1.4 km],3.8,40.0492,38.6138
2023,ACIELMA-GOKSUN (KAHRAMANMARAS) [South East  1.4 km],3.8,37.998,36.4238
2023,KILILI-TURKOGLU (KAHRAMANMARAS) [South East  1.4 km],3.5,37.4002,36.884
2023,AKDEMIR-PAZARCIK (KAHRAMANMARAS) [North East  2.0 km],4.2,37.2883,37.0307
2023,GOVDELI-DOGANSEHIR (MALATYA) [North East  0.5 km],3.6,38.0278,37.6195
2023,GURCISTAN,4.1,41.3145,43.9775
2023,KARLISU- (HATAY) [North West  6.1 km],0.0,36.314,36.0557
2023,YAYLACIK-GOLBASI (ADIYAMAN) [South East  1.6 km],4.1,37.816,37.8393
2023,KURTUL-EKINOZU (KAHRAMANMARAS) [North East  2.2 km],4.1,38.0065,37.0585
2023,CENNETPINARI-PAZARCIK (KAHRAMANMARAS) [South East  1.3 km],3.9,37.3055,37.02
2023,CAGLAYAN-GOKSUN (KAHRAMANMARAS) [West 0.5 km],3.6,38.0423,36.4545
2023,EMIROGLU-PAZARCIK (KAHRAMANMARAS) [South West  1.8 km],3.7,37.3223,37.044
2023,SARAYCIK-INCESU (KAYSERI) [North East  1.2 km],4.0,38.7483,35.2907
2023,SOGUT-DOGANSEHIR (MALATYA) [South West  3.1 km],3.8,38.0383,37.7495
2023,KARPUZSEKISI-HACILAR (KAYSERI) [North East  1.7 km],4.5,38.7027,35.3277
2023,CEVREPINAR- (KAHRAMANMARAS) [North East  1.1 km],4.0,37.8488,36.6198
2023,CUKURHISAR- (KAHRAMANMARAS) [North East  1.5 km],4.5,37.8332,36.5797
2023,KIYIKCI-ANDIRIN (KAHRAMANMARAS) [North East  1.1 km],4.1,37.3835,36.2883
2023,ORDEKDEDE-PAZARCIK (KAHRAMANMARAS) [South West  2.7 km],3.6,37.2932,37.0705
2023,SOGUT-DOGANSEHIR (MALATYA) [North East  4.0 km],3.9,38.0907,37.7953
2023,ACIELMA-GOKSUN (KAHRAMANMARAS) [South East  1.6 km],3.7,37.9932,36.4198
2023,KADIRUSAGI-YESILYURT (MALATYA) [North East  2.8 km],4.1,38.2558,38.268
